id,idx,count,awf,nwf,acl,ncl,p_awf,p_acl,p_nwf,p_ncl,p_awf_nwf,p_awf_ncl,p_acl_nwf,p_acl_ncl,ic_awf_nwf,ic_awf_ncl,ic_acl_nwf,ic_acl_ncl,pmi_awf_nwf,pmi_awf_ncl,pmi_acl_nwf,pmi_acl_ncl,vd_awf_nwf,vd_awf_nct,vd_act_nwf,vd_act_nct,s_awf,s_acl
112,0,1,fewer,benefits,None,233.0,None,None,-10.710369302922917,-7.0580630551607335,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
112,1,1,social,benefits,127.0,233.0,-8.022918414291652,-4.76527776174866,-10.710369302922917,-7.0580630551607335,-6.230348010739977,-3.2502950060577844,-3.2502950060577844,-4.222724353089195,8.003140957607311,5.505530365211229,10.79822748247065,6.594047190362323,1.7925704035516752,4.772623408233867,1.5149827556908755,0.5425534086594652,0.45627890796552006,0.40897946290937826,0.38578678791214294,0.238899776290193,0.641875,0.3737082119127675
113,0,1,final,form,184.0,833.0,-8.549302282465591,-3.5583523966317334,-9.565776646309907,-4.587361020405796,-7.310810329933272,-3.957343836125869,-3.957343836125869,-4.563044428633514,9.684656467884562,6.344278166754918,10.697752203659455,6.3563074088285285,1.2384919525323195,4.5919584463397225,-0.3989914394941354,-1.0046920320017807,0.5108451014606392,0.42172733185621636,0.36482435122307644,0.18671724863968997,0.264285714285714,0.42557203072616623
113,1,1,final,form,184.0,833.0,-8.549302282465591,-3.5583523966317334,-9.565776646309907,-4.587361020405796,-7.310810329933272,-3.957343836125869,-3.957343836125869,-4.563044428633514,9.684656467884562,6.344278166754918,10.697752203659455,6.3563074088285285,1.2384919525323195,4.5919584463397225,-0.3989914394941354,-1.0046920320017807,0.5108451014606392,0.42172733185621636,0.36482435122307644,0.18671724863968997,0.264285714285714,0.42557203072616623
114,0,1,fine,restaurant,131.0,368.0,-9.25137239811275,-3.1870673414481447,-11.574262626615837,-7.5841522436937705,-5.540484086822104,-2.0249864057640483,-2.0249864057640483,-2.0827814171657586,10.065337004579817,7.032449752488729,10.981056842919148,6.65889117329594,3.7108883112906454,7.2263859923487015,1.1620809356840964,1.1042859242823861,0.5763780982269859,0.5316273740224122,0.5063892581501963,0.4571080729614879,0.727083333333333,0.7173174493326742
114,1,1,little,restaurant,4.0,368.0,-6.627331692722123,-4.025178737373114,-11.574262626615837,-7.5841522436937705,-5.546662661751229,-4.238421297760026,-4.238421297760026,-4.644414813214389,10.44296273420755,6.714462883382905,10.807144563510532,6.503130785772407,1.0806690309708937,2.388910394962097,-0.21324256038691214,-0.6192360758412754,0.617468686255858,0.5850873673577593,0.5355645149993807,0.49562785141460264,0.6117857142857139,0.4268183830226921
115,0,1,fine,officer,131.0,442.0,-9.25137239811275,-3.1870673414481447,-11.46904209927085,-8.09233156569775,-10.194141238863136,-6.048463783667501,-6.048463783667501,-4.583315459893392,10.065337004579817,7.032449752488729,10.981056842919148,6.65889117329594,-0.9427688407503858,3.202908614445249,-2.861396442219356,-1.3962481184452469,0.6913203435661746,0.6714996804180555,0.6387217208194353,0.5893194592139797,0.727083333333333,0.7173174493326742
115,1,1,young,officer,10.0,442.0,-7.801748440089118,-6.30976929478714,-11.46904209927085,-8.09233156569775,-6.829568806567279,-5.244606305846124,-5.244606305846124,-5.058320763750276,7.869877192813439,4.670419560995116,10.4291182495782,6.455277892146588,0.9721796335218391,2.5571421342429943,1.0651629889410161,1.2514485310368642,0.5933916929080737,0.5920799855492317,0.638285035021945,0.585665770086764,0.5685,0.5385389194139196
116,0,1,flashy,food,45.0,368.0,-14.317104208987848,-10.412541566786766,-9.663570832683916,-7.5841522436937705,None,-11.073613086893845,-11.073613086893845,-9.083558521973607,8.73862365687322,6.479916024124723,11.096094321331316,7.382510108311862,None,3.243491122094003,-0.6610715201070789,1.3289830448131585,0.8416975436344998,0.8469532692217224,0.775002217207886,0.7061747786314563,0.7133333333333329,0.5538373316498314
116,1,1,fancy,food,54.0,368.0,-11.669670106755,-5.355953555027005,-9.663570832683916,-7.5841522436937705,-10.414650004728912,-5.084330639582409,-5.084330639582409,-4.1157134248185425,9.727762800786264,6.739018576202556,11.45290997791871,7.2034591319764445,1.2550201020260872,6.585339467172591,0.2716229154445964,1.2402401302084627,0.5607832911341473,0.5245194236076081,0.5376990823245749,0.4528377810505412,0.6870833333333329,0.7609627748929781
117,0,1,fleeting,wolves,149.0,825.0,-14.837897819718147,-10.358615796656137,-16.457634426960954,-11.252214017501089,None,-8.527477006060396,-8.527477006060396,-10.562984360488846,7.4515150926048905,5.69812657223534,10.27747415727131,6.901720744428544,None,6.3104208136577515,1.831138790595741,-0.20436856383270907,0.8810487874688234,0.8747901110229053,0.9220637276883413,0.964941547240572,0.594230769230769,0.594230769230769
117,1,1,lone,wolves,182.0,825.0,-13.252087422974414,-9.028112053438319,-16.457634426960954,-11.252214017501089,-3.8836208162856716,-3.8836208162856716,-3.8836208162856716,-6.97802185976769,9.312179689139628,7.039861035275461,11.374054115411594,7.534553803661572,9.368466606688742,9.368466606688742,5.144491237152647,2.050090193670629,0.610269443443122,0.5184900863020304,0.6136147114550271,0.5570166108540305,0.336842105263158,0.38864832535885147
118,0,1,fluid,situation,72.0,796.0,-12.80270839125585,-8.889664542305798,-10.110418192216438,-6.412297348886476,-10.787230399554572,-10.552765145917549,-10.552765145917549,-11.171946594263588,8.438395941863288,6.024337286023952,10.500440416367738,7.12491296133349,2.015477991701278,2.249943245338301,-1.6631006036117508,-2.2822820519577895,0.7141339369465705,0.6811816903832717,0.7633284648450094,0.7159659746150518,0.355238095238095,0.355238095238095
118,1,1,political,situation,127.0,796.0,-8.671227710621253,-4.76527776174866,-10.110418192216438,-6.412297348886476,-6.010507096150631,-2.652200188558445,-2.652200188558445,-3.3056735929098817,9.819843132578152,6.572158414096413,10.79822748247065,6.594047190362323,2.6607206144706215,6.0190275220628076,2.113077573190215,1.4596041688387782,0.4602942129008758,0.4185798955354587,0.41036927233587084,0.2861944691173214,0.51,0.3737082119127675
119,0,1,forceful,measures,104.0,428.0,-15.252087422974414,-10.62729649722147,-11.476821446880999,-5.953777553455638,None,-12.50828998614035,-12.50828998614035,-12.401989205897,8.568069621128101,6.660656819499742,10.809662939578292,7.11797793337142,None,2.7437974368340647,-1.8809934889188789,-1.7746927086755289,0.7537319459892815,0.8254315480213228,0.9556685303903885,0.8704163551852389,0.649375,0.6480208333333335
119,1,1,economic,measures,127.0,428.0,-8.939428391798009,-4.76527776174866,-11.476821446880999,-5.953777553455638,-7.650308991012777,-4.7634561486408025,-4.7634561486408025,-5.581681287500418,8.505619575562582,5.472146730069615,10.79822748247065,6.594047190362323,1.289119400785232,4.175972243157206,0.001821613107857445,-0.8164035257517579,0.49093502702036174,0.5304924923098655,0.44875046118859185,0.40254090909445195,0.3275,0.3737082119127675
120,0,1,formal,position,62.0,611.0,-10.613053919387603,-2.926321710910842,-9.928516051130202,-5.839549405147659,-10.301707879727678,-3.4933991096744093,-3.4933991096744093,-3.3903212526813,9.363535812639558,6.303963576129391,11.553351739579965,7.0088477609901,0.31134603965992547,7.119654809713194,-0.5670773987635673,-0.4639995417704581,0.6859636070891356,0.5472475915861694,0.39002514598489224,0.16894875226332073,0.5875,0.513775111241064
120,1,1,global,position,127.0,611.0,-9.142384113127527,-4.76527776174866,-9.928516051130202,-5.839549405147659,-9.699043377273064,-4.143706045661185,-4.143706045661185,-5.573584376680011,8.84445734025051,5.904307833498267,10.79822748247065,6.594047190362323,-0.5566592641455372,4.998678067466342,0.621571716087475,-0.8083066149313511,0.5569912698624793,0.5098982634884495,0.44936852965235574,0.37423308069489625,0.36875,0.3737082119127675
121,0,1,former,agent,82.0,225.0,-8.841480376912713,-5.871615198299855,-11.284888482222094,-7.030830495697531,-6.0491712596203255,-4.661303961506952,-4.661303961506952,-6.051164206922397,9.864548515060894,6.480729160183378,10.94241523085887,6.831198579678972,2.7923091172923877,4.180176415405762,1.2103112367929034,-0.17954900862254242,0.5772026438517008,0.6388785912159622,0.5432072499190186,0.524953737335802,0.272592592592593,0.34209800647853933
121,1,1,double,agent,53.0,225.0,-9.687434135746013,-3.6108899305483,-11.284888482222094,-7.030830495697531,-7.085513106684046,-1.9495159645743059,-1.9495159645743059,-3.7779638771171205,9.81170851963652,6.890408965002986,11.365433967853868,6.9750043224043585,2.601921029061967,7.7379181711717075,1.6613739659739941,-0.16707394656882046,0.7141520869086723,0.7421177570154041,0.5481406693269407,0.5170233177096821,0.19875,0.4689695779805115
122,0,1,former,business,82.0,860.0,-8.841480376912713,-5.871615198299855,-9.718544475042817,-5.817460231470195,-10.681604457257375,-6.390050011413531,-6.390050011413531,-5.416432934283906,9.864548515060894,6.480729160183378,10.94241523085887,6.831198579678972,-1.840124080344662,2.4514303654991823,-0.518434813113676,0.4551822640159493,0.597860855422247,0.5259154185845076,0.44633173865236253,0.33164569795270293,0.272592592592593,0.34209800647853933
122,1,1,iraqi,business,139.0,860.0,-17.24363575825923,-13.713660351527873,-9.718544475042817,-5.817460231470195,-15.26656695797853,-15.26656695797853,-15.26656695797853,-15.708231529324756,7.075846762049671,6.08903371553791,9.3732601775843,6.965785249421239,1.9770688002807013,1.9770688002807013,-1.552906606450657,-1.9945711777968835,0.7699512343587654,0.6889216635216762,0.7924036710118855,0.7460139949020115,0.16111111111111098,0.2066432805622691
123,0,1,former,bioweaponeer,82.0,None,-8.841480376912713,-5.871615198299855,None,None,None,None,None,None,9.864548515060894,6.480729160183378,10.94241523085887,6.831198579678972,None,None,None,None,None,None,None,None,0.272592592592593,0.34209800647853933
123,1,1,russian,bioweaponeer,22.0,None,-13.789730537257638,-10.120695386917127,None,None,None,None,None,None,7.95046542364228,5.558476826552498,10.741905895828019,7.248693518133992,None,None,None,None,None,None,None,None,0.273125,0.1943782815481265
124,0,1,free,travel,53.0,686.0,-6.829859561950629,-3.6108899305483,-12.027283872187603,-8.551847660672443,-5.8080804413290625,-4.565510138054984,-4.565510138054984,-3.1263596052372606,10.104264873491958,6.567599515596291,11.365433967853868,6.9750043224043585,1.0217791206215665,2.264349423895645,-0.9546202075066841,0.48453032531103934,0.5551374118868653,0.6887968182263356,0.44877368143925933,0.553897499011351,0.455,0.4689695779805115
124,1,1,international,travel,127.0,686.0,-8.519966840405152,-4.76527776174866,-12.027283872187603,-8.551847660672443,-4.548436624696042,-3.3486488226917643,-3.3486488226917643,-4.685921889281742,9.517343752813877,6.25633060747334,10.79822748247065,6.594047190362323,3.9715302157091097,5.1713180177133875,1.4166289390568956,0.07935587246691789,0.516935968854107,0.6626074076117772,0.5129313204018586,0.6373543372777322,0.18304347826086997,0.3737082119127675
125,0,1,free,dating,53.0,255.0,-6.829859561950629,-3.6108899305483,-13.250825200925,-6.251432747192435,-2.405611304768399,-2.0063657775331474,-2.0063657775331474,-3.84333134418499,10.104264873491958,6.567599515596291,11.365433967853868,6.9750043224043585,4.42424825718223,4.823493784417481,1.6045241530151526,-0.2324414136366899,0.5259553596605475,0.4368941008047855,0.586914606675355,0.3308301978234336,0.455,0.4689695779805115
125,1,1,online,dating,None,255.0,None,None,-13.250825200925,-6.251432747192435,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
126,0,1,fresh,croissants,110.0,421.0,-9.106309403006392,-7.581620307791817,-18.55884667831925,-11.832838537125665,-2.2563397532597858,-1.9027027986450853,-1.9027027986450853,-2.4692902586248993,9.258684654866338,6.4021897039556865,10.524303084901636,6.8092103034839475,6.8499696497466065,7.2036066043613065,5.678917509146732,5.112330049166918,0.6470659991857444,0.6301085979809236,0.5772861881488716,0.42969822666928437,0.4784,0.5850910714285715
126,1,1,parisian,croissants,45.0,421.0,-19.663174649773016,-10.412541566786766,-18.55884667831925,-11.832838537125665,None,None,None,-9.064822001056243,5.153055907333277,4.93418371977919,11.096094321331316,7.382510108311862,None,None,None,1.3477195657305234,0.7697252344578893,0.9070896647442692,0.8847534969152095,0.8668653421558781,0.18708333333333302,0.5538373316498314
127,0,1,full,balance,53.0,233.0,-7.242484095022568,-3.6108899305483,-11.439664251343252,-7.0580630551607335,-6.930737337562887,-5.140305718541751,-5.140305718541751,-4.2291153991238595,10.042692356814484,6.573252250756131,11.365433967853868,6.9750043224043585,0.31174675745968106,2.1021783764808166,-1.5294157879934511,-0.6182254685755595,0.5189021303597959,0.406123975578191,0.4455071354521657,0.28901050334451817,0.41277777777777797,0.4689695779805115
127,1,1,internal,balance,62.0,233.0,-9.860658284651793,-2.926321710910842,-11.439664251343252,-7.0580630551607335,-8.960484680956938,-4.675082462094689,-4.675082462094689,-2.7272729732538226,10.182791454229598,6.846267620129134,11.553351739579965,7.0088477609901,0.9001736036948547,5.185575822557103,-1.7487607511838474,0.19904873765701936,0.5719496574049471,0.40818230623818963,0.44489970096181775,0.1565254380787665,0.333529411764706,0.513775111241064
128,0,1,full,reconciliation,53.0,252.0,-7.242484095022568,-3.6108899305483,-16.453729972505037,-11.476461995416019,-4.83094174237522,-4.361456459074,-4.361456459074,-4.750438169289504,10.042692356814484,6.573252250756131,11.365433967853868,6.9750043224043585,2.4115423526473476,2.881027635948568,-0.7505665285256997,-1.1395482387412041,0.7501294188911143,0.754810756092112,0.791466340852283,0.8237432599498566,0.41277777777777797,0.4689695779805115
128,1,1,substantive,reconciliation,59.0,252.0,-14.035276033901267,-8.103698691426219,-16.453729972505037,-11.476461995416019,None,None,None,-6.908748541829102,8.048836514444936,5.3837475634492415,10.400741821662118,6.392281844550235,None,None,None,1.1949501495971173,0.70666975790045,0.7722178542566897,0.6331943972930875,0.6735023993707259,0.5642105263157889,0.4973325358851669
129,0,1,fundamental,right,36.0,32.0,-11.106956013179712,-4.049072114602912,-11.413714293657156,-4.018658061151658,-5.14094458769866,-3.752814961883333,-3.752814961883333,-3.8354122218709463,8.770807074118787,5.619277754633718,11.204401265124075,6.6940137524784555,5.966011425481052,7.354141051296379,0.296257152719579,0.2136598927319655,0.5881452060014152,0.5450960563178662,0.3097287164196548,0.14934643499721756,0.5173333333333329,0.5203088092154123
129,1,1,human,right,36.0,32.0,-8.371226969648985,-4.049072114602912,-11.413714293657156,-4.018658061151658,-6.34257844886831,-3.752814961883333,-3.752814961883333,-3.8354122218709463,8.152916002937534,5.619457866035062,11.204401265124075,6.6940137524784555,2.028648520780675,4.618412007765652,0.296257152719579,0.2136598927319655,0.4832357353786213,0.42055502259332844,0.3097287164196548,0.14934643499721756,0.159375,0.5203088092154123
130,0,1,fundamentalist,party,8.0,262.0,-14.88838759017184,-8.42610485608546,-10.364719759223068,-7.615355656895251,-12.62039167379828,-4.398804552533475,-4.398804552533475,-4.859992718210059,7.721422572030049,5.437739834504187,10.751236132783644,6.88961362598719,2.2679959163735592,10.489583037638365,4.027300303551986,3.566112137875402,0.7851347992285744,0.5980901085589398,0.5533813203226103,0.35467554860469397,0.4529411764705879,0.46945792748917736
130,1,1,religious,party,126.0,262.0,-9.788615878523219,-7.2833634387902535,-10.364719759223068,-7.615355656895251,-10.096829717741267,-9.160960055160983,-9.160960055160983,-5.917526482106178,9.319376106016474,6.344809580905115,10.769798219052067,6.8152712866637275,-0.30821383921804824,0.627655823362236,-1.8775966163707292,1.3658369566840758,0.5827955813987182,0.4560916175126599,0.7405037242181167,0.5726131029654036,0.598421052631579,0.5487688933873145
131,0,1,fundamentalist,organizations,8.0,623.0,-14.88838759017184,-8.42610485608546,-11.193948544466329,-7.937892939540452,-12.206200387833862,-6.373310373669121,-6.373310373669121,-6.04090436136686,7.721422572030049,5.437739834504187,10.751236132783644,6.88961362598719,2.6821872023379782,8.51507721650272,2.05279448241634,2.3852004947186005,0.7240029032683175,0.7520062471727269,0.5962902471691018,0.5764608055661442,0.4529411764705879,0.46945792748917736
131,1,1,shi'ite,organizations,None,623.0,None,None,-11.193948544466329,-7.937892939540452,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
132,0,1,funny,woman,116.0,255.0,-10.323714316224436,-8.684538444932487,-9.632516201887043,-6.251432747192435,-9.99504322651622,-8.33022741810585,-8.33022741810585,-8.244846285782476,9.117345172527775,5.820780641291202,10.732550444359864,6.701138776892486,0.3286710897082159,1.9934868981185865,0.35431102682663784,0.43969215915001136,0.539427770517284,0.46818190574742347,0.6464753518610236,0.5751666025613422,0.830952380952381,0.830952380952381
132,1,1,young,woman,10.0,255.0,-7.801748440089118,-6.30976929478714,-9.632516201887043,-6.251432747192435,-2.681275317951003,-2.5545285107712408,-2.5545285107712408,-2.9686117726231274,7.869877192813439,4.670419560995116,10.4291182495782,6.455277892146588,5.120473122138115,5.247219929317877,3.755240784015899,3.3411575221640124,0.36381420115898166,0.2117056140196394,0.4955365061947352,0.40965610804026154,0.5685,0.5385389194139196
133,0,1,gay,male,43.0,255.0,-10.305017983567913,-7.892624298564686,-12.663465142029967,-6.251432747192435,-5.0928276004955,-2.4855959359333113,-2.4855959359333113,-5.356208944056854,8.05796010437037,5.427190954583199,10.422414960275855,7.081512805543975,5.212190383072413,7.8194220476346015,5.407028362631375,2.5364153545078327,0.4491129984497195,0.24969595909900788,0.1805819914725303,0.14616669996499232,0.3945,0.2826011904761903
133,1,1,black,male,101.0,255.0,-8.172712320366122,-5.608298489304898,-12.663465142029967,-6.251432747192435,-4.560095058546902,-2.652761306725134,-2.652761306725134,-4.6211696747855,10.506564018033231,6.970808784472057,11.292270480812979,7.3196710846925965,3.61261726181922,5.519951013640988,2.9555371825797643,0.9871288145193988,0.5142216936747244,0.38184658418028294,0.6432430742235817,0.5307441936145525,0.250833333333333,0.37942436401317975
134,0,1,good,feedback,131.0,270.0,-5.495701619847837,-3.1870673414481447,-11.98053981785369,-6.281949771167907,-4.213408726612638,-2.5137207384273585,-2.5137207384273585,-3.1996273449811583,10.010281653890415,6.195206749080807,10.981056842919148,6.65889117329594,1.2822928932351987,2.981980881420478,0.6733466030207862,-0.012560003533013564,0.5481488695407426,0.4166597881600044,0.5092363941232887,0.3610095244855046,0.7864285714285709,0.7173174493326742
134,1,1,cross-functional,feedback,None,270.0,None,None,-11.98053981785369,-6.281949771167907,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
135,0,1,good,minutes,131.0,340.0,-5.495701619847837,-3.1870673414481447,-11.635553746400829,-5.7215424016276994,-4.409978472305826,-3.3355372163055845,-3.3355372163055845,-3.6420727887929374,10.010281653890415,6.195206749080807,10.981056842919148,6.65889117329594,1.0857231475420104,2.160164403542252,-0.1484698748574398,-0.45500544734479265,0.5305252143290159,0.3630607957807064,0.46720161960247464,0.32071224398743325,0.7864285714285709,0.7173174493326742
135,1,1,few,minutes,None,340.0,None,None,-11.635553746400829,-5.7215424016276994,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
136,0,1,good,school,131.0,961.0,-5.495701619847837,-3.1870673414481447,-8.683436626987739,-7.0308986644484674,-7.104458112923558,-5.2288722714894025,-5.2288722714894025,-3.9869083805981127,10.010281653890415,6.195206749080807,10.981056842919148,6.65889117329594,-1.6087564930757212,0.2668293483584341,-2.0418049300412577,-0.799841039149968,0.494916746001124,0.5170026335693081,0.47898966084647865,0.4808424616132677,0.7864285714285709,0.7173174493326742
136,1,1,high,school,192.0,961.0,-6.8782638047807545,-5.543465858839397,-8.683436626987739,-7.0308986644484674,-1.0470152213676343,-1.0398002586875605,-1.0398002586875605,-2.399306162671058,8.336066986573021,5.845681743924388,9.692837877537752,6.33685307461549,5.83124858341312,5.838463546093194,4.5036656001518365,3.144159696168339,0.3051530933216814,0.4661772122470902,0.44487407151971037,0.4600591709255307,0.40736842105263205,0.30349902534113105
137,0,1,good,care,131.0,860.0,-5.495701619847837,-3.1870673414481447,-9.520565682687408,-5.817460231470195,-4.121915451655532,-2.7738929509854566,-2.7738929509854566,-3.169006613836731,10.010281653890415,6.195206749080807,10.981056842919148,6.65889117329594,1.3737861681923045,2.72180866886238,0.4131743904626881,0.01806072761141353,0.4507376186942951,0.4029259514948603,0.43439850543760006,0.31335943780854036,0.7864285714285709,0.7173174493326742
137,1,1,medical,care,195.0,860.0,-8.175070916201568,-7.468584615033884,-9.520565682687408,-5.817460231470195,-3.156491191267304,-2.275184459868143,-2.275184459868143,-4.76685040585462,8.50583160565271,5.895283312649893,9.044502748179255,6.132042813580342,5.018579724934264,5.899886456333425,5.193400155165741,2.701734209179264,0.32481133984273103,0.36591630100688044,0.3258035090722058,0.49844829020207815,0.2332,0.2332
138,0,1,good,help,131.0,32.0,-5.495701619847837,-3.1870673414481447,-10.612518399880603,-4.018658061151658,-6.243310016195779,-2.5103431322892336,-2.5103431322892336,-2.1793885617191093,10.010281653890415,6.195206749080807,10.981056842919148,6.65889117329594,-0.7476083963479425,2.985358487558603,0.6767242091589112,1.0076787797290354,0.35613853928580497,0.17236771544730944,0.3377124486999884,0.13550837705237473,0.7864285714285709,0.7173174493326742
138,1,1,neighborly,help,None,32.0,None,None,-10.612518399880603,-4.018658061151658,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
139,0,1,good,blanket,131.0,473.0,-5.495701619847837,-3.1870673414481447,-14.061783947602155,-10.760669426101678,-6.753402483976879,-3.9121002299959384,-3.9121002299959384,-3.669865101652932,10.010281653890415,6.195206749080807,10.981056842919148,6.65889117329594,-1.2577008641290428,1.5836013898518981,-0.7250328885477937,-0.48279776020478726,0.6850780004018046,0.8499457381817017,0.6337874925961791,0.840788196361322,0.7864285714285709,0.7173174493326742
139,1,1,warm,blanket,58.0,473.0,-9.726352705280636,-6.967450438864782,-14.061783947602155,-10.760669426101678,-3.946047561919276,-2.0967789981282774,-2.0967789981282774,-3.9848554240814456,8.803773310852902,6.321595424844941,10.988972353359054,7.189606037095612,5.78030514336136,7.629573707152359,4.870671440736505,2.9825950147833367,0.48544718538597,0.7834916609450623,0.5544616347310302,0.7946196697528842,0.7021428571428571,0.5506272727272726
140,0,1,great,trotters,131.0,584.0,-5.72977905465224,-3.1870673414481447,-21.98511143302135,-9.908600024515913,None,None,None,-3.4205454924293917,10.148676851640383,6.3140576732456,10.981056842919148,6.65889117329594,None,None,None,-0.2334781509812469,0.938677981539464,0.7555519891937907,0.9691280049171391,0.7664956518206402,0.6568,0.7173174493326742
140,1,1,big,trotters,53.0,584.0,-6.977785241697679,-3.6108899305483,-21.98511143302135,-9.908600024515913,None,-1.4150374992788437,-1.4150374992788437,-3.3005016396635214,10.276652112453649,6.7078717164994055,11.365433967853868,6.9750043224043585,None,5.562747742418835,2.195852431269456,0.3103882908847786,0.928880015081401,0.7677381120586033,0.917400239604414,0.7089700090360569,0.644117647058824,0.4689695779805115
141,0,1,great,change,131.0,833.0,-5.72977905465224,-3.1870673414481447,-10.269310275345573,-4.587361020405796,-6.281172930039049,-3.5081766894490167,-3.5081766894490167,-2.9874352346379163,10.148676851640383,6.3140576732456,10.981056842919148,6.65889117329594,-0.5513938753868093,2.221602365203223,-0.321109348000872,0.19963210681022847,0.45950067647441384,0.3488563017330911,0.3835768722194437,0.22709391564664938,0.6568,0.7173174493326742
141,1,1,cultural,change,126.0,833.0,-10.135062450383423,-7.2833634387902535,-10.269310275345573,-4.587361020405796,-7.050465240490598,-6.482181480916072,-6.482181480916072,-7.341124643913251,9.336788259476688,6.2231619234231585,10.769798219052067,6.8152712866637275,3.0845972098928245,3.6528809694673505,0.8011819578741814,-0.05776120512299787,0.5060814120398777,0.4695204702559638,0.5834258104282242,0.4774169028342068,0.502692307692308,0.5487688933873145
142,0,1,great,experience,131.0,49.0,-5.72977905465224,-3.1870673414481447,-8.48849167575454,-5.535037799345013,-4.570694492293952,-2.255232393267871,-2.255232393267871,-2.8920236718046817,10.148676851640383,6.3140576732456,10.981056842919148,6.65889117329594,1.159084562358288,3.4745466613843687,0.9318349481802737,0.29504366964346307,0.3556314109307397,0.4160630927297366,0.305648456753171,0.3288925847931562,0.6568,0.7173174493326742
142,1,1,first,experience,None,49.0,None,None,-8.48849167575454,-5.535037799345013,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
143,0,1,great,design,131.0,721.0,-5.72977905465224,-3.1870673414481447,-9.41149382865287,-6.164087497852401,-5.766262682310871,-2.70094272409787,-2.70094272409787,-3.052463843251243,10.148676851640383,6.3140576732456,10.981056842919148,6.65889117329594,-0.036483627658631335,3.0288363305543697,0.4861246173502747,0.13460349819690176,0.503193786193888,0.40506878511723665,0.3981731424646383,0.27153791930373916,0.6568,0.7173174493326742
143,1,1,graphic,design,62.0,721.0,-10.955384154244191,-2.926321710910842,-9.41149382865287,-6.164087497852401,-4.111115331771212,-2.61271065060276,-2.61271065060276,-2.4562514486566274,7.224928471617173,5.160539175494419,11.553351739579965,7.0088477609901,6.844268822472979,8.342673503641432,0.31361106030808195,0.47007026225421455,0.35266535316365155,0.35701789527043293,0.32314496248795743,0.12453177670759352,0.6328571428571429,0.513775111241064
144,0,1,great,night,131.0,340.0,-5.72977905465224,-3.1870673414481447,-9.175016826011793,-5.7215424016276994,-5.5177729742075154,-3.3366425180573227,-3.3366425180573227,-3.6420727887929374,10.148676851640383,6.3140576732456,10.981056842919148,6.65889117329594,0.21200608044472435,2.393136536594917,-0.14957517660917796,-0.45500544734479265,0.4352576496445274,0.3730216639870302,0.39879173164579607,0.32071224398743325,0.6568,0.7173174493326742
144,1,1,out,night,4.0,340.0,-15.889705721867822,-4.025178737373114,-9.175016826011793,-5.7215424016276994,None,-5.559796189103222,-5.559796189103222,-4.814948410073995,7.638007166012946,5.890125290990455,10.807144563510532,6.503130785772407,None,10.3299095327646,-1.5346174517301083,-0.7897696727008814,0.36639508586846325,0.2994653732086482,0.3223144724836944,0.2188333624466524,0.263809523809524,0.4268183830226921
145,0,1,greater,mind,192.0,626.0,-9.41021361337933,-5.543465858839397,-11.24301256324304,-6.212850693973215,-10.934743947720703,-8.041659151637216,-8.041659151637216,-6.852664446855777,9.51173716016386,6.066272591822059,9.692837877537752,6.33685307461549,-1.5245303343413728,1.3685544617421144,-2.4981932927978185,-1.30919858801638,0.5499504354023788,0.4117743987833705,0.4698313157913383,0.4053222190479858,None,0.30349902534113105
145,1,1,universal,mind,11.0,626.0,-11.486502815890118,-5.333220301967762,-11.24301256324304,-6.212850693973215,-7.719731056749852,-5.489433437328058,-5.489433437328058,-4.830033110095067,9.616003374331694,6.621368059881775,11.961260669217852,7.592975745859972,3.7667717591402656,5.99706937856206,-0.15621313536029646,0.5031871918726951,0.5993763033604018,0.4650836053544265,0.2991822049212456,0.24478985455342017,0.36846153846153795,0.4826139901120551
146,0,1,handsome,man,54.0,255.0,-12.657550100579138,-5.355953555027005,-8.528019173129948,-6.251432747192435,-7.340748298653933,-5.350529319446518,-5.350529319446518,-4.146557738683655,8.612852650816462,6.063021135619925,11.45290997791871,7.2034591319764445,5.316801801925205,7.30702078113262,0.005424235580487213,1.20939581634335,0.45099486190177285,0.49450794001369425,0.5346186502938399,0.4267400668461737,0.9190909090909091,0.7609627748929781
146,1,1,young,man,10.0,255.0,-7.801748440089118,-6.30976929478714,-8.528019173129948,-6.251432747192435,-3.049824495646669,-2.8524232121601205,-2.8524232121601205,-2.9686117726231274,7.869877192813439,4.670419560995116,10.4291182495782,6.455277892146588,4.751923944442449,4.949325227928997,3.4573460826270193,3.3411575221640124,0.3751384719496158,0.2117056140196394,0.4969738438387171,0.40965610804026154,0.5685,0.5385389194139196
147,0,1,hard,times,4.0,758.0,-8.296360691487596,-4.025178737373114,-9.374461425351337,-3.92431334337861,-4.744143795443809,-3.7511152212873577,-3.7511152212873577,-3.4230460164049497,7.667162671188582,5.082638281913257,10.807144563510532,6.503130785772407,3.552216896043787,4.545245470200238,0.2740635160857563,0.6021327209681644,0.448531669359828,0.31094524737615503,0.3027196759920431,0.07108886092464028,0.44,0.4268183830226921
